"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 00:00","2018","07","01","00:00","11.9","","7.4","","74","","27","","8","","24.1","","88.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 01:00","2018","07","01","01:00","10.2","","7.5","","84","","34","","7","","24.1","","88.56","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 02:00","2018","07","01","02:00","9.8","","7.3","","84","","2","","8","","24.1","","88.56","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 03:00","2018","07","01","03:00","10.0","","6.8","","80","","33","","6","","24.1","","88.56","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 04:00","2018","07","01","04:00","11.0","","6.4","","73","","25","","4","","24.1","","88.59","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 05:00","2018","07","01","05:00","8.7","","6.1","","84","","3","","6","","64.4","","88.61","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 06:00","2018","07","01","06:00","10.3","","5.7","","73","","35","","6","","64.4","","88.66","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 07:00","2018","07","01","07:00","12.9","","5.7","","61","","1","","18","","64.4","","88.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 08:00","2018","07","01","08:00","15.8","","7.0","","56","","36","","16","","64.4","","88.71","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 09:00","2018","07","01","09:00","14.8","","5.4","","53","","36","","16","","64.4","","88.71","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 10:00","2018","07","01","10:00","17.1","","5.1","","45","","32","","4","","64.4","","88.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 11:00","2018","07","01","11:00","19.1","","5.3","","40","","31","","7","","64.4","","88.61","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 12:00","2018","07","01","12:00","17.8","","4.1","","40","","14","","5","","64.4","","88.56","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 13:00","2018","07","01","13:00","19.3","","4.4","","37","","17","","15","","64.4","","88.48","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 14:00","2018","07","01","14:00","20.2","","1.5","","28","","23","","21","","64.4","","88.42","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 15:00","2018","07","01","15:00","19.4","","2.1","","31","","29","","33","","64.4","","88.44","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 16:00","2018","07","01","16:00","18.4","","1.9","","33","","27","","28","","64.4","","88.46","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 17:00","2018","07","01","17:00","17.5","","1.5","","34","","25","","17","","64.4","","88.50","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 18:00","2018","07","01","18:00","18.1","","2.4","","35","","30","","17","","48.3","","88.51","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 19:00","2018","07","01","19:00","15.4","","7.2","","58","","11","","17","","32.2","","88.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 20:00","2018","07","01","20:00","13.4","","7.2","","66","","10","","19","","32.2","","88.57","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 21:00","2018","07","01","21:00","12.1","","7.8","","75","","14","","12","","32.2","","88.59","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 22:00","2018","07","01","22:00","11.1","","7.3","","77","","19","","8","","16.1","","88.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-01 23:00","2018","07","01","23:00","11.4","","6.9","","74","","36","","2","","24.1","","88.65","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-02 00:00","2018","07","02","00:00","9.4","","6.6","","83","","10","","13","","24.1","","88.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-02 01:00","2018","07","02","01:00","9.2","","6.7","","84","","14","","10","","24.1","","88.62","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-02 02:00","2018","07","02","02:00","8.6","","6.5","","87","","1","","18","","24.1","","88.69","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-02 03:00","2018","07","02","03:00","8.8","","7.0","","89","","3","","18","","16.1","","88.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-02 04:00","2018","07","02","04:00","7.0","","6.0","","93","","13","","5","","32.2","","88.61","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-07-02 05:00","2018","07","02","05:00","8.2","","6.0","","86","","29","","6","","32.2","","88.60","","","","","","Mainly Clear"
