"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 00:00","2018","03","01","00:00","-7.5","","-12.3","","69","","36","","2","","24.1","","88.31","","","","-9","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 01:00","2018","03","01","01:00","-8.9","","-12.4","","76","","34","","4","","24.1","","88.30","","","","-11","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 02:00","2018","03","01","02:00","-9.7","","-13.2","","76","","4","","5","","24.1","","88.29","","","","-13","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 03:00","2018","03","01","03:00","-10.3","","-13.6","","77","","1","","4","","24.1","","88.28","","","","-13","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 04:00","2018","03","01","04:00","-10.5","","-13.5","","78","","35","","4","","24.1","","88.27","","","","-13","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 05:00","2018","03","01","05:00","-11.4","","-14.4","","79","","34","","4","","24.1","","88.27","","","","-14","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 06:00","2018","03","01","06:00","-11.7","","-14.6","","80","","36","","3","","24.1","","88.34","","","","-14","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 07:00","2018","03","01","07:00","-11.3","","-14.0","","81","","7","","6","","32.2","","88.36","","","","-15","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 08:00","2018","03","01","08:00","-12.8","","-14.9","","85","","3","","6","","24.1","","88.42","","","","-17","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 09:00","2018","03","01","09:00","-11.5","","-13.5","","85","","5","","4","","24.1","","88.47","","","","-14","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 10:00","2018","03","01","10:00","-10.2","","-12.2","","85","","8","","8","","16.1","","88.52","","","","-15","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 11:00","2018","03","01","11:00","-8.3","","-11.3","","79","","7","","4","","19.3","","88.55","","","","-10","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 12:00","2018","03","01","12:00","-8.1","","-11.2","","78","","10","","13","","24.1","","88.55","","","","-14","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 13:00","2018","03","01","13:00","-5.3","","-9.5","","72","","12","","16","","24.1","","88.56","","","","-11","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 14:00","2018","03","01","14:00","-6.2","","-9.9","","75","","8","","13","","32.2","","88.58","","","","-12","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 15:00","2018","03","01","15:00","-6.1","","-9.5","","77","","5","","14","","32.2","","88.63","","","","-12","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 16:00","2018","03","01","16:00","-7.1","","-10.2","","78","","6","","18","","32.2","","88.64","","","","-14","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 17:00","2018","03","01","17:00","-7.3","","-10.1","","80","","7","","16","","24.1","","88.68","","","","-14","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 18:00","2018","03","01","18:00","-7.5","","-9.9","","83","","10","","14","","24.1","","88.72","","","","-13","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 19:00","2018","03","01","19:00","-7.7","","-9.5","","87","","8","","15","","12.9","","88.76","","","","-14","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 20:00","2018","03","01","20:00","-7.6","","-9.2","","89","","8","","17","","9.7","","88.76","","","","-14","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 21:00","2018","03","01","21:00","-7.4","","-8.9","","89","","11","","11","","8.1","","88.84","","","","-12","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 22:00","2018","03","01","22:00","-7.4","","-9.1","","88","","8","","19","","2.0","","88.81","","","","-14","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-01 23:00","2018","03","01","23:00","-7.4","","-9.0","","88","","9","","21","","8.1","","88.79","","","","-15","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 00:00","2018","03","02","00:00","-7.6","","-8.9","","90","","8","","25","","4.8","","88.75","","","","-16","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 01:00","2018","03","02","01:00","-8.1","","-9.5","","90","","9","","30","","4.0","","88.72","","","","-17","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 02:00","2018","03","02","02:00","-8.6","","-10.4","","87","","9","","22","","4.0","","88.73","","","","-16","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 03:00","2018","03","02","03:00","-9.2","","-11.0","","87","","9","","18","","4.0","","88.68","","","","-16","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 04:00","2018","03","02","04:00","-9.5","","-11.4","","86","","7","","17","","4.0","","88.64","","","","-17","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 05:00","2018","03","02","05:00","-9.8","","-11.7","","86","","6","","10","","3.2","","88.67","","","","-15","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 06:00","2018","03","02","06:00","-10.2","","-12.1","","86","","5","","17","","3.2","","88.64","","","","-17","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 07:00","2018","03","02","07:00","-10.4","","-11.9","","89","","4","","13","","2.4","","88.64","","","","-17","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 08:00","2018","03","02","08:00","-10.3","","-12.0","","88","","4","","14","","2.0","","88.63","","","","-17","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 09:00","2018","03","02","09:00","-10.4","","-12.2","","86","","4","","17","","1.0","","88.62","","","","-18","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 10:00","2018","03","02","10:00","-10.4","","-12.6","","84","","4","","13","","1.0","","88.66","","","","-17","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 11:00","2018","03","02","11:00","-10.2","","-12.7","","82","","3","","13","","1.0","","88.63","","","","-16","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 12:00","2018","03","02","12:00","-10.1","","-12.6","","82","","1","","11","","1.0","","88.66","","","","-16","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 13:00","2018","03","02","13:00","-10.0","","-12.4","","83","","36","","16","","1.6","","88.62","","","","-17","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 14:00","2018","03","02","14:00","-9.6","","-12.1","","82","","36","","14","","1.2","","88.60","","","","-16","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 15:00","2018","03","02","15:00","-9.6","","-12.0","","82","","36","","17","","1.2","","88.59","","","","-17","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 16:00","2018","03","02","16:00","-9.6","","-11.9","","83","","36","","16","","0.8","","88.63","","","","-16","","Moderate Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 17:00","2018","03","02","17:00","-9.6","","-11.7","","85","","36","","17","","2.4","","88.63","","","","-17","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 18:00","2018","03","02","18:00","-9.5","","-11.5","","86","","35","","17","","1.6","","88.64","","","","-17","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 19:00","2018","03","02","19:00","-9.1","","-11.0","","86","","4","","14","","2.4","","88.68","","","","-15","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 20:00","2018","03","02","20:00","-9.1","","-10.9","","86","","36","","13","","2.0","","88.68","","","","-15","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 21:00","2018","03","02","21:00","-9.1","","-11.2","","85","","3","","18","","4.0","","88.67","","","","-16","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-03-02 22:00","2018","03","02","22:00","-9.4","","-11.4","","85","","36","","15","","2.4","","88.64","","","","-16","","Snow,Fog"
