"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 00:00","2018","02","01","00:00","-18.1","","-20.9","","79","","16","","17","","16.1","","89.39","","","","-27","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 01:00","2018","02","01","01:00","-17.8","","-20.6","","80","","17","","18","","12.9","","89.34","","","","-27","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 02:00","2018","02","01","02:00","-17.9","","-20.5","","81","","17","","14","","14.5","","89.32","","","","-26","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 03:00","2018","02","01","03:00","-17.5","","-19.9","","82","","18","","14","","14.5","","89.31","","","","-26","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 04:00","2018","02","01","04:00","-17.2","","-19.5","","83","","20","","13","","4.8","","89.30","","","","-25","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 05:00","2018","02","01","05:00","-17.2","","-19.5","","83","","18","","17","","4.8","","89.27","","","","-26","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 06:00","2018","02","01","06:00","-17.3","","-19.6","","83","","19","","15","","4.8","","89.24","","","","-26","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 07:00","2018","02","01","07:00","-16.9","","-19.1","","83","","20","","16","","6.4","","89.22","","","","-26","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 08:00","2018","02","01","08:00","-16.7","","-19.0","","83","","18","","14","","6.4","","89.19","","","","-25","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 09:00","2018","02","01","09:00","-16.2","","-18.4","","83","","18","","13","","6.4","","89.21","","","","-24","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 10:00","2018","02","01","10:00","-15.5","","-17.7","","83","","19","","9","","8.1","","89.24","","","","-21","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 11:00","2018","02","01","11:00","-14.7","","-17.0","","83","","22","","5","","6.4","","89.24","","","","-18","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 12:00","2018","02","01","12:00","-13.9","","-16.8","","79","","4","","4","","6.4","","89.23","","","","-17","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 13:00","2018","02","01","13:00","-13.7","","-17.5","","74","","2","","20","","6.4","","89.22","","","","-23","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 14:00","2018","02","01","14:00","-15.3","","-19.5","","71","","6","","16","","6.4","","89.22","","","","-24","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 15:00","2018","02","01","15:00","-15.4","","-19.6","","71","","1","","17","","8.1","","89.24","","","","-24","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 16:00","2018","02","01","16:00","-15.9","","-20.1","","71","","1","","12","","9.7","","89.26","","","","-23","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 17:00","2018","02","01","17:00","-16.8","","-20.9","","71","","2","","14","","9.7","","89.27","","","","-25","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 18:00","2018","02","01","18:00","-17.1","","-21.0","","72","","2","","12","","9.7","","89.30","","","","-25","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 19:00","2018","02","01","19:00","-17.3","","-21.2","","72","","1","","10","","16.1","","89.30","","","","-24","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 20:00","2018","02","01","20:00","-17.3","","-21.3","","71","","36","","8","","16.1","","89.26","","","","-23","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 21:00","2018","02","01","21:00","-17.4","","-21.5","","71","","1","","8","","16.1","","89.24","","","","-23","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 22:00","2018","02","01","22:00","-18.4","","-21.9","","75","","7","","10","","16.1","","89.24","","","","-25","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-01 23:00","2018","02","01","23:00","-19.0","","-22.4","","75","","6","","14","","16.1","","89.25","","","","-28","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 00:00","2018","02","02","00:00","-18.7","","-22.1","","75","","3","","12","","16.1","","89.22","","","","-26","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 01:00","2018","02","02","01:00","-18.9","","-22.2","","76","","2","","14","","16.1","","89.22","","","","-27","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 02:00","2018","02","02","02:00","-19.0","","-21.9","","78","","1","","9","","16.1","","89.18","","","","-26","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 03:00","2018","02","02","03:00","-18.8","","-21.7","","79","","4","","9","","14.5","","89.15","","","","-25","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 04:00","2018","02","02","04:00","-18.8","","-21.9","","77","","3","","9","","9.7","","89.16","","","","-25","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 05:00","2018","02","02","05:00","-19.4","","-22.6","","76","","14","","6","","9.7","","89.04","","","","-24","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 06:00","2018","02","02","06:00","-20.3","","-23.2","","78","","7","","14","","9.7","","89.09","","","","-29","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 07:00","2018","02","02","07:00","-20.9","","-23.4","","80","","18","","12","","9.7","","88.85","","","","-29","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 08:00","2018","02","02","08:00","-20.2","","-22.8","","80","","10","","9","","6.4","","88.96","","","","-27","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 09:00","2018","02","02","09:00","-20.4","","-22.8","","81","","10","","13","","3.2","","88.88","","","","-29","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 10:00","2018","02","02","10:00","-19.7","","-22.3","","80","","11","","12","","1.6","","88.84","","","","-28","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 11:00","2018","02","02","11:00","-19.7","","-22.3","","80","","13","","16","","3.2","","88.78","","","","-29","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 12:00","2018","02","02","12:00","-19.4","","-22.2","","79","","10","","15","","3.2","","88.72","","","","-28","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 13:00","2018","02","02","13:00","-18.8","","-21.3","","81","","15","","12","","2.4","","88.66","","","","-27","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 14:00","2018","02","02","14:00","-18.8","","-21.4","","80","","15","","14","","2.8","","88.54","","","","-27","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 15:00","2018","02","02","15:00","-18.7","","-21.4","","80","","14","","14","","3.2","","88.45","","","","-27","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 16:00","2018","02","02","16:00","-18.2","","-20.8","","80","","13","","15","","3.2","","88.44","","","","-27","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 17:00","2018","02","02","17:00","-17.9","","-20.2","","82","","15","","15","","3.2","","88.46","","","","-26","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 18:00","2018","02","02","18:00","-18.6","","-21.1","","81","","8","","14","","3.6","","88.59","","","","-27","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 19:00","2018","02","02","19:00","-18.8","","-21.3","","81","","10","","12","","2.4","","88.51","","","","-27","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 20:00","2018","02","02","20:00","-18.5","","-21.1","","81","","15","","7","","6.4","","88.55","","","","-24","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 21:00","2018","02","02","21:00","-18.6","","-21.1","","81","","13","","14","","8.1","","88.39","","","","-27","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 22:00","2018","02","02","22:00","-18.3","","-20.8","","81","","12","","11","","4.8","","88.44","","","","-26","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-02 23:00","2018","02","02","23:00","-18.6","","-21.1","","81","","9","","10","","8.1","","88.40","","","","-26","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 00:00","2018","02","03","00:00","-18.4","","-20.9","","81","","5","","22","","4.8","","88.52","","","","-29","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 01:00","2018","02","03","01:00","-18.6","","-21.2","","80","","2","","24","","4.0","","88.69","","","","-30","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 02:00","2018","02","03","02:00","-19.2","","-21.9","","79","","36","","25","","8.1","","88.88","","","","-31","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 03:00","2018","02","03","03:00"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 04:00","2018","02","03","04:00","-19.2","","-22.7","","74","","34","","24","","8.1","","89.10","","","","-30","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 05:00","2018","02","03","05:00","-18.7","","-23.0","","70","","35","","28","","8.1","","89.19","","","","-31","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 06:00","2018","02","03","06:00","-19.3","","-23.8","","68","","35","","32","","8.1","","89.26","","","","-32","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 07:00","2018","02","03","07:00","-19.8","","-23.6","","73","","36","","27","","4.0","","89.38","","","","-32","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 08:00","2018","02","03","08:00","-20.2","","-24.1","","72","","36","","25","","1.6","","89.49","","","","-32","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 09:00","2018","02","03","09:00","-20.5","","-24.1","","73","","36","","28","","0.8","","89.60","","","","-33","","Moderate Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 10:00","2018","02","03","10:00","-20.3","","-24.2","","72","","34","","28","","0.8","","89.72","","","","-33","","Moderate Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 11:00","2018","02","03","11:00","-20.6","","-24.3","","73","","1","","22","","0.8","","89.78","","","","-32","","Moderate Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 12:00","2018","02","03","12:00","-20.7","","-24.2","","74","","36","","21","","0.2","","89.83","","","","-32","","Heavy Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 13:00","2018","02","03","13:00","-20.7","","-24.4","","73","","36","","15","","0.8","","89.80","","","","-30","","Moderate Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 14:00","2018","02","03","14:00","-20.4","","-24.0","","74","","36","","10","","1.0","","89.76","","","","-28","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 15:00","2018","02","03","15:00","-20.5","","-24.0","","74","","1","","14","","0.6","","89.76","","","","-29","","Moderate Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 16:00","2018","02","03","16:00","-20.6","","-24.1","","74","","36","","16","","0.6","","89.82","","","","-30","","Moderate Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 17:00","2018","02","03","17:00","-20.7","","-24.1","","74","","36","","9","","2.4","","89.84","","","","-28","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 18:00","2018","02","03","18:00","-20.4","","-24.6","","70","","35","","10","","4.8","","89.89","","","","-28","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-02-03 19:00","2018","02","03","19:00","-20.9","","-24.9","","71","","33","","4","","6.4","","89.91","","","","-24","","Snow"
