"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 00:00","2018","12","01","00:00","-4.3","","-7.7","","77","","33","","9","","24.1","","88.24","","","","-8","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 01:00","2018","12","01","01:00","-4.2","","-7.4","","79","","36","","8","","24.1","","88.26","","","","-8","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 02:00","2018","12","01","02:00","-4.3","","-7.6","","78","","34","","11","","24.1","","88.25","","","","-9","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 03:00","2018","12","01","03:00","-3.8","","-6.8","","80","","36","","10","","19.3","","88.30","","","","-8","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 04:00","2018","12","01","04:00","-3.7","","-6.5","","81","","35","","13","","16.1","","88.31","","","","-9","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 05:00","2018","12","01","05:00","-3.9","","-6.3","","83","","36","","15","","16.1","","88.32","","","","-9","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 06:00","2018","12","01","06:00","-4.2","","-7.1","","80","","36","","14","","16.1","","88.37","","","","-9","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 07:00","2018","12","01","07:00","-4.4","","-7.2","","81","","33","","14","","16.1","","88.40","","","","-10","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 08:00","2018","12","01","08:00","-4.4","","-6.9","","83","","33","","13","","16.1","","88.42","","","","-9","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 09:00","2018","12","01","09:00","-4.4","","-6.4","","86","","35","","13","","1.6","","88.46","","","","-9","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 10:00","2018","12","01","10:00","-4.2","","-5.8","","89","","33","","11","","1.6","","88.48","","","","-9","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 11:00","2018","12","01","11:00","-3.9","","-5.7","","88","","33","","17","","2.0","","88.49","","","","-10","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 12:00","2018","12","01","12:00","-3.2","","-5.4","","85","","34","","16","","2.0","","88.47","","","","-9","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 13:00","2018","12","01","13:00","-2.5","","-4.9","","84","","36","","18","","2.8","","88.46","","","","-8","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 14:00","2018","12","01","14:00","-2.6","","-5.0","","84","","35","","20","","4.0","","88.45","","","","-9","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 15:00","2018","12","01","15:00","-2.6","","-4.7","","86","","35","","19","","3.6","","88.49","","","","-8","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 16:00","2018","12","01","16:00","-2.7","","-4.4","","88","","36","","17","","2.4","","88.52","","","","-8","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-12-01 17:00","2018","12","01","17:00","-3.0","","-4.5","","89","","36","","17","","1.6","","88.54","","","","-9","","Snow"
