"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 00:00","2018","08","01","00:00","17.9","","13.0","","73","","17","","17","","16.1","","89.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 01:00","2018","08","01","01:00","17.0","","12.7","","75","","12","","19","","16.1","","89.16","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 02:00","2018","08","01","02:00","16.4","","12.5","","77","","19","","10","","16.1","","89.16","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 03:00","2018","08","01","03:00","16.0","","13.0","","82","","7","","19","","16.1","","89.18","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 04:00","2018","08","01","04:00","15.4","","13.1","","86","","34","","12","","16.1","","89.18","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 05:00","2018","08","01","05:00","15.9","","12.9","","82","","32","","6","","11.3","","89.17","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 06:00","2018","08","01","06:00","16.1","","12.0","","77","","22","","7","","16.1","","89.09","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 07:00","2018","08","01","07:00","17.1","","12.7","","75","","21","","14","","9.7","","89.02","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 08:00","2018","08","01","08:00","19.5","","12.1","","62","","19","","15","","8.1","","88.98","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 09:00","2018","08","01","09:00","21.7","","11.2","","51","","20","","17","","8.1","","88.93","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 10:00","2018","08","01","10:00","24.2","","10.8","","42","","21","","17","","8.1","","88.84","","26","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 11:00","2018","08","01","11:00","26.3","","10.1","","36","","19","","21","","8.1","","88.79","","28","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 12:00","2018","08","01","12:00","27.9","","10.0","","32","","16","","22","","8.1","","88.70","","29","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 13:00","2018","08","01","13:00","26.3","","9.6","","34","","19","","17","","8.1","","88.65","","27","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 14:00","2018","08","01","14:00","28.9","","11.3","","33","","10","","17","","8.1","","88.57","","31","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 15:00","2018","08","01","15:00","27.1","","11.6","","37","","9","","19","","8.1","","88.53","","29","","","","Thunderstorms,Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2018-08-01 16:00","2018","08","01","16:00","22.6","","15.0","","62","","6","","22","","8.1","","88.53","","27","","","","Smoke"
